shard,image,label
train-00001-of-00009.parquet,images/0482.png,masks/0482.png
train-00001-of-00009.parquet,images/0483.png,masks/0483.png
train-00001-of-00009.parquet,images/0484.png,masks/0484.png
train-00001-of-00009.parquet,images/0485.png,masks/0485.png
train-00001-of-00009.parquet,images/0486.png,masks/0486.png
train-00001-of-00009.parquet,images/0487.png,masks/0487.png
train-00001-of-00009.parquet,images/0488.png,masks/0488.png
train-00001-of-00009.parquet,images/0489.png,masks/0489.png
train-00001-of-00009.parquet,images/0490.png,masks/0490.png
train-00001-of-00009.parquet,images/0491.png,masks/0491.png
train-00001-of-00009.parquet,images/0492.png,masks/0492.png
train-00001-of-00009.parquet,images/0493.png,masks/0493.png
train-00001-of-00009.parquet,images/0494.png,masks/0494.png
train-00001-of-00009.parquet,images/0495.png,masks/0495.png
train-00001-of-00009.parquet,images/0496.png,masks/0496.png
train-00001-of-00009.parquet,images/0497.png,masks/0497.png
train-00001-of-00009.parquet,images/0498.png,masks/0498.png
train-00001-of-00009.parquet,images/0499.png,masks/0499.png
train-00001-of-00009.parquet,images/0500.png,masks/0500.png
train-00001-of-00009.parquet,images/0501.png,masks/0501.png
train-00001-of-00009.parquet,images/0502.png,masks/0502.png
train-00001-of-00009.parquet,images/0503.png,masks/0503.png
train-00001-of-00009.parquet,images/0504.png,masks/0504.png
train-00001-of-00009.parquet,images/0505.png,masks/0505.png
train-00001-of-00009.parquet,images/0506.png,masks/0506.png
train-00001-of-00009.parquet,images/0507.png,masks/0507.png
train-00001-of-00009.parquet,images/0508.png,masks/0508.png
train-00001-of-00009.parquet,images/0509.png,masks/0509.png
train-00001-of-00009.parquet,images/0510.png,masks/0510.png
train-00001-of-00009.parquet,images/0511.png,masks/0511.png
train-00001-of-00009.parquet,images/0512.png,masks/0512.png
train-00001-of-00009.parquet,images/0513.png,masks/0513.png
train-00001-of-00009.parquet,images/0514.png,masks/0514.png
train-00001-of-00009.parquet,images/0515.png,masks/0515.png
train-00001-of-00009.parquet,images/0516.png,masks/0516.png
train-00001-of-00009.parquet,images/0517.png,masks/0517.png
train-00001-of-00009.parquet,images/0518.png,masks/0518.png
train-00001-of-00009.parquet,images/0519.png,masks/0519.png
train-00001-of-00009.parquet,images/0520.png,masks/0520.png
train-00001-of-00009.parquet,images/0521.png,masks/0521.png
train-00001-of-00009.parquet,images/0522.png,masks/0522.png
train-00001-of-00009.parquet,images/0523.png,masks/0523.png
train-00001-of-00009.parquet,images/0524.png,masks/0524.png
train-00001-of-00009.parquet,images/0525.png,masks/0525.png
train-00001-of-00009.parquet,images/0526.png,masks/0526.png
train-00001-of-00009.parquet,images/0527.png,masks/0527.png
train-00001-of-00009.parquet,images/0528.png,masks/0528.png
train-00001-of-00009.parquet,images/0529.png,masks/0529.png
train-00001-of-00009.parquet,images/0530.png,masks/0530.png
train-00001-of-00009.parquet,images/0531.png,masks/0531.png
train-00001-of-00009.parquet,images/0532.png,masks/0532.png
train-00001-of-00009.parquet,images/0533.png,masks/0533.png
train-00001-of-00009.parquet,images/0534.png,masks/0534.png
train-00001-of-00009.parquet,images/0535.png,masks/0535.png
train-00001-of-00009.parquet,images/0536.png,masks/0536.png
train-00001-of-00009.parquet,images/0537.png,masks/0537.png
train-00001-of-00009.parquet,images/0538.png,masks/0538.png
train-00001-of-00009.parquet,images/0539.png,masks/0539.png
train-00001-of-00009.parquet,images/0540.png,masks/0540.png
train-00001-of-00009.parquet,images/0541.png,masks/0541.png
train-00001-of-00009.parquet,images/0542.png,masks/0542.png
train-00001-of-00009.parquet,images/0543.png,masks/0543.png
train-00001-of-00009.parquet,images/0544.png,masks/0544.png
train-00001-of-00009.parquet,images/0545.png,masks/0545.png
train-00001-of-00009.parquet,images/0546.png,masks/0546.png
train-00001-of-00009.parquet,images/0547.png,masks/0547.png
train-00001-of-00009.parquet,images/0548.png,masks/0548.png
train-00001-of-00009.parquet,images/0549.png,masks/0549.png
train-00001-of-00009.parquet,images/0550.png,masks/0550.png
train-00001-of-00009.parquet,images/0551.png,masks/0551.png
train-00001-of-00009.parquet,images/0552.png,masks/0552.png
train-00001-of-00009.parquet,images/0553.png,masks/0553.png
train-00001-of-00009.parquet,images/0554.png,masks/0554.png
train-00001-of-00009.parquet,images/0555.png,masks/0555.png
train-00001-of-00009.parquet,images/0556.png,masks/0556.png
train-00001-of-00009.parquet,images/0557.png,masks/0557.png
train-00001-of-00009.parquet,images/0558.png,masks/0558.png
train-00001-of-00009.parquet,images/0559.png,masks/0559.png
train-00001-of-00009.parquet,images/0560.png,masks/0560.png
train-00001-of-00009.parquet,images/0561.png,masks/0561.png
